commander_id,commander_name,classification,command,rank,number_of_soldiers,role
4183,Leoline Sobtka,2,Northern,rav seren,63204,commander of pluga
4184,Marianne Lawlee,5,Northern,aluf,69717,commander of pluga
4185,Katey Rorke,1,Southern,sgan aluf,76118,commander of gdud
4186,Debee Beamson,2,Home Front,aluf,5437,commander of gdud
4187,Wyatan Peatman,3,Central,seren,80874,commander of pluga
4188,Nickie Enstone,3,Southern,aluf,60050,commander of gdud
4189,Levon Desvignes,3,Northern,tat aluf,16865,commander of ugda
4190,Olly Deguara,1,Central,sgan aluf,85383,commander of gdud
4191,Reynold Golder,4,Central,sgan aluf,34417,commander of gdud
4192,Ravi Augur,5,Home Front,aluf mishne,88087,commander of chativa
4193,Vanny Passby,4,Southern,sgan aluf,56441,commander of pluga
4194,Nicola Chastaing,1,Northern,aluf,90956,commander of pluga
4195,Annissa Ketteridge,3,Northern,aluf mishne,94269,commander of chativa
4196,Waite Ellaman,1,Home Front,sgan aluf,78681,commander of pluga
4197,Auberta Kilbey,2,Northern,aluf mishne,17769,commander of chativa
4198,Bart Gionettitti,2,Southern,rav seren,84186,commander of pluga
4199,Ardys Reisen,3,Home Front,aluf mishne,30196,commander of chativa
4200,Barr Permain,1,Southern,tat aluf,89754,commander of ugda
4201,Albertina Thatcham,3,Home Front,seren,32588,commander of pluga
4202,Hoyt Radnedge,4,Northern,aluf mishne,46751,commander of chativa
4203,Nyssa Mandifield,4,Central,aluf,61868,commander of gdud
4204,Candide Forri,2,Northern,tat aluf,78095,commander of ugda
4205,Goddart Truss,5,Northern,aluf,49733,commander of command
4206,Brantley Bellino,3,Central,tat aluf,16536,commander of ugda
4207,Malinde Jobin,3,Southern,seren,33413,commander of pluga
4208,Birch Trustie,5,Central,aluf mishne,30692,commander of chativa
4209,Tedie Filipic,1,Central,aluf,72026,commander of pluga
4210,Gustave Methringham,2,Northern,sgan aluf,91217,commander of gdud
4211,Marc Blasing,3,Northern,sgan aluf,3469,commander of pluga
4212,Marmaduke Thunderman,4,Southern,aluf,76533,commander of command
4213,Sula Pickard,4,Northern,tat aluf,91547,commander of ugda
4214,Edan Hanner,4,Southern,seren,29491,commander of pluga
4215,Palm Measen,1,Home Front,seren,66361,commander of pluga
4216,Christabella Dimitresco,5,Central,aluf mishne,59953,commander of chativa
4217,Shelley Cleevely,5,Southern,rav seren,14669,commander of pluga
4218,Constancia Kensett,4,Central,seren,94028,commander of pluga
4219,Leoine Scrogges,2,Southern,aluf mishne,75408,commander of chativa
4220,Isak Screach,3,Home Front,sgan aluf,84180,commander of gdud
4221,Pincas Bogies,1,Central,tat aluf,96095,commander of ugda
4222,Gerti Padmore,2,Home Front,rav seren,86694,commander of pluga
4223,Roscoe Causton,1,Home Front,aluf,21389,commander of gdud
4224,Ellene Takis,4,Southern,seren,29285,commander of pluga
4225,Jasun Smogur,5,Home Front,aluf,86439,commander of pluga
4226,Gale Espina,2,Northern,rav seren,80551,commander of pluga
4227,Julie Beverage,1,Southern,sgan aluf,63081,commander of gdud
4228,Lara Pardue,4,Southern,tat aluf,67401,commander of ugda
4229,Dalli Lindenstrauss,4,Northern,tat aluf,91927,commander of ugda
4230,Rolando Hof,5,Southern,tat aluf,59875,commander of ugda
4231,Zedekiah Medlicott,5,Northern,seren,54631,commander of pluga
4232,Rubia Jorger,3,Southern,aluf,49014,commander of command
4233,Marris Berger,5,Home Front,sgan aluf,37428,commander of gdud
4234,Catherina Poskitt,1,Central,sgan aluf,73836,commander of gdud
4235,Dame Ingyon,2,Central,sgan aluf,72360,commander of gdud
4236,Jan Matusovsky,1,Central,aluf mishne,91552,commander of chativa
4237,Joletta Grzesiak,5,Central,sgan aluf,58748,commander of gdud
4238,Timmi Bristo,3,Home Front,aluf mishne,90117,commander of chativa
4239,Josefa McMenamie,2,Southern,rav seren,91609,commander of pluga
4240,Katlin Wasiela,1,Northern,tat aluf,83979,commander of ugda
4241,Cody Burgin,1,Home Front,tat aluf,57182,commander of ugda
4242,Peggi Ricciardiello,1,Southern,aluf mishne,15097,commander of chativa
4243,Mufinella Thyer,4,Northern,rav seren,34669,commander of pluga
4244,Neale Infantino,1,Home Front,tat aluf,47236,commander of ugda
4245,Dennison Griffe,4,Central,tat aluf,88530,commander of ugda
4246,Nixie Thon,4,Home Front,aluf mishne,36039,commander of chativa
4247,Deina Mickan,1,Central,aluf,46615,commander of pluga
4248,Tania Oldmeadow,1,Central,rav seren,35680,commander of pluga
4249,Katee Bruin,1,Northern,tat aluf,4757,commander of ugda
4250,Olivette Jermin,2,Home Front,rav seren,57442,commander of pluga
4251,Nelie Worman,1,Northern,aluf,33716,commander of command
4252,Esme Roxbrough,2,Home Front,aluf,75175,commander of command
4253,Bartlett Anfosso,1,Home Front,aluf,29389,commander of command
4254,Claude Jackett,3,Home Front,aluf,98846,commander of gdud
4255,Tammie Lejeune,5,Southern,sgan aluf,47610,commander of pluga
4256,Allyce Bertwistle,4,Home Front,tat aluf,22692,commander of ugda
4257,Farah Barbe,1,Southern,tat aluf,83655,commander of ugda
4258,Miquela Whitemarsh,4,Central,sgan aluf,32588,commander of pluga
4259,Mel Russilll,2,Northern,sgan aluf,90826,commander of pluga
4260,Rhea Radley,5,Home Front,aluf mishne,43879,commander of chativa
4261,Hildegaard Doumerque,5,Northern,tat aluf,76104,commander of ugda
4262,Lindsay Dupoy,1,Southern,sgan aluf,26225,commander of pluga
4263,Nedi Mettericke,4,Northern,aluf,97425,commander of command
4264,Babs Tregale,2,Central,tat aluf,74626,commander of ugda
4265,Audy Duval,5,Southern,tat aluf,67618,commander of ugda
4266,Dyanna Gillan,5,Southern,aluf,72934,commander of gdud
4267,Roobbie Fost,2,Northern,aluf mishne,13410,commander of chativa
4268,Cathy Rockcliff,3,Southern,aluf,11557,commander of pluga
4269,Udale Trenoweth,1,Northern,sgan aluf,15736,commander of gdud
4270,Reube Cadalleder,1,Southern,tat aluf,23053,commander of ugda
4271,Belicia Wales,5,Central,aluf mishne,77543,commander of chativa
4272,Helena Wiffield,2,Southern,rav seren,75318,commander of pluga
4273,Ricardo Capnor,3,Home Front,seren,60872,commander of pluga
4274,Saundra Spendley,3,Southern,rav seren,91895,commander of pluga
4275,Sergio Brogi,3,Central,sgan aluf,58357,commander of gdud
4276,Cad Scholl,4,Southern,tat aluf,34153,commander of ugda
4277,Tedi Gusney,4,Southern,tat aluf,95243,commander of ugda
4278,Leonard Blesli,2,Home Front,aluf,50161,commander of gdud
4279,Robbi Robillard,3,Central,rav seren,44964,commander of pluga
4280,Lydon O'Doireidh,4,Home Front,sgan aluf,37313,commander of gdud
4281,Coletta Mills,1,Northern,rav seren,13311,commander of pluga
4282,Issi Simonot,5,Home Front,seren,74697,commander of pluga
4283,Abran Apfelmann,4,Southern,seren,8722,commander of pluga
4284,Jania Ruf,4,Southern,rav seren,33277,commander of pluga
4285,Meara Southward,5,Southern,aluf,43890,commander of gdud
4286,Henrietta Jennison,3,Northern,sgan aluf,60922,commander of pluga
4287,Phyllis Wingar,5,Home Front,sgan aluf,60040,commander of gdud
4288,Daune Fyall,3,Central,tat aluf,50069,commander of ugda
4289,Dmitri Lugg,1,Home Front,sgan aluf,96662,commander of pluga
4290,Caprice Hawyes,5,Southern,aluf,61101,commander of pluga
4291,Maurine MacShirie,5,Home Front,aluf mishne,15583,commander of chativa
4292,Clarence Clausen-Thue,3,Northern,sgan aluf,84428,commander of gdud
4293,Louis Maxwell,3,Northern,sgan aluf,49686,commander of pluga
4294,Bennett Murrthum,5,Central,tat aluf,31428,commander of ugda
4295,Kakalina Elletson,4,Home Front,sgan aluf,69288,commander of pluga
4296,Pat Baswall,2,Central,aluf mishne,45726,commander of chativa
4297,Horacio Gawn,5,Southern,sgan aluf,66231,commander of pluga
4298,Ruby Garnall,2,Northern,sgan aluf,2715,commander of pluga
4299,Izzy Shearstone,5,Southern,aluf mishne,20511,commander of chativa
4300,Humfrey Billany,1,Central,tat aluf,23844,commander of ugda
4301,Fiann Custy,1,Home Front,tat aluf,90107,commander of ugda
4302,Rockie Pickerin,2,Southern,aluf mishne,83127,commander of chativa
4303,Mehetabel Ortes,1,Northern,sgan aluf,15951,commander of pluga
4304,Dud Mantle,1,Southern,tat aluf,46366,commander of ugda
4305,Kesley Bolzmann,3,Home Front,aluf,77303,commander of gdud
4306,Clemmy Cheetam,2,Southern,aluf,15553,commander of gdud
4307,Maggy Halling,2,Central,aluf,42160,commander of gdud
4308,Leta Birkhead,4,Northern,seren,66987,commander of pluga
4309,Jonathon Standring,2,Central,aluf mishne,4168,commander of chativa
4310,Vi Louiset,1,Southern,aluf mishne,78738,commander of chativa
4311,Adelheid Campelli,2,Southern,aluf mishne,53609,commander of chativa
4312,Berkie Manuaud,1,Home Front,rav seren,14841,commander of pluga
4313,Armando Baudains,3,Central,aluf mishne,93242,commander of chativa
4314,Gertrudis Stoffersen,3,Northern,seren,94988,commander of pluga
4315,Phylys Bellworthy,2,Southern,sgan aluf,54521,commander of pluga
4316,Holmes Dunston,4,Home Front,tat aluf,28139,commander of ugda
4317,Tanny Woolam,1,Southern,aluf,45396,commander of command
4318,Alberto Dory,4,Central,rav seren,24712,commander of pluga
4319,Kay Matteoli,3,Southern,sgan aluf,40774,commander of pluga
4320,Pembroke Laverack,5,Home Front,rav seren,92485,commander of pluga
4321,Toinette Scirman,2,Home Front,tat aluf,74864,commander of ugda
4322,Garrek Witnall,1,Northern,rav seren,85496,commander of pluga
4323,Alidia Labarre,5,Northern,aluf,33593,commander of pluga
4324,Evyn Ruckhard,2,Northern,seren,61359,commander of pluga
4325,Barry Shropshire,2,Home Front,aluf,80209,commander of pluga
4326,Octavia De Michetti,1,Northern,tat aluf,79135,commander of ugda
4327,Nelie Rawlin,1,Central,aluf,95341,commander of gdud
4328,Farr MacCartair,5,Central,tat aluf,15437,commander of ugda
4329,Ode Klampt,1,Southern,aluf,86659,commander of command
4330,Emilie Antonacci,1,Southern,rav seren,36678,commander of pluga
4331,Baird Bortolazzi,5,Central,aluf mishne,44313,commander of chativa
4332,Donavon Ragdale,5,Northern,aluf mishne,85414,commander of chativa
4333,Una Plaide,4,Home Front,aluf,99604,commander of command
4334,Myrtice Cadogan,4,Northern,aluf,32586,commander of gdud
4335,Mirabelle Prothero,5,Southern,sgan aluf,86099,commander of gdud
4336,Ardath Abden,1,Home Front,aluf,12872,commander of pluga
4337,Hartwell Tregien,1,Central,tat aluf,48562,commander of ugda
4338,Brander Blackader,5,Northern,tat aluf,76109,commander of ugda
4339,Michelle Gilmartin,5,Central,tat aluf,93294,commander of ugda
4340,Arni Walsh,2,Southern,tat aluf,85922,commander of ugda
4341,Corena Palfreman,4,Central,sgan aluf,53269,commander of pluga
4342,Ferguson Duckworth,2,Central,sgan aluf,56872,commander of pluga
4343,Zarla Lyptratt,3,Central,rav seren,46473,commander of pluga
4344,Felisha Sein,5,Home Front,sgan aluf,59811,commander of gdud
4345,Arri Twine,5,Home Front,aluf mishne,49343,commander of chativa
4346,Conan Cockran,4,Home Front,aluf mishne,29443,commander of chativa
4347,Mareah Tomek,2,Northern,aluf,95201,commander of pluga
4348,Katherina Duggen,4,Home Front,seren,11957,commander of pluga
4349,Egor Ricciardelli,3,Home Front,tat aluf,34383,commander of ugda
4350,Willi Dornin,2,Northern,aluf,3951,commander of command
4351,Petey Gussin,3,Southern,rav seren,15054,commander of pluga
4352,Maryrose Layhe,4,Central,aluf,49621,commander of gdud
4353,Priscella Joscelin,3,Southern,tat aluf,58121,commander of ugda
4354,Justus Hebborn,3,Central,aluf mishne,33812,commander of chativa
4355,Hamlin Dudgeon,3,Southern,rav seren,22350,commander of pluga
4356,Elysha Scotcher,1,Southern,aluf mishne,48266,commander of chativa
4357,Noach Davidovich,5,Southern,aluf mishne,11076,commander of chativa
4358,Elvin Franceschino,2,Central,seren,42353,commander of pluga
4359,Addie Anderbrugge,5,Central,aluf,20782,commander of pluga
4360,Rana Greasley,3,Central,aluf,64071,commander of pluga
4361,Hayley Langridge,5,Southern,rav seren,77379,commander of pluga
4362,Lammond Tregian,4,Home Front,aluf,25977,commander of command
4363,Cariotta Falks,3,Central,sgan aluf,3667,commander of pluga
4364,Irvin Hatfull,3,Southern,aluf,8065,commander of pluga
4365,Delcine Lodo,1,Southern,seren,97577,commander of pluga
4366,Rubie Cotte,3,Southern,sgan aluf,56898,commander of gdud
4367,Konstantin Follows,1,Southern,sgan aluf,94802,commander of gdud
4368,Munroe Johantges,2,Central,aluf,80688,commander of command
4369,Gene Spridgeon,5,Northern,sgan aluf,13184,commander of pluga
4370,Natalee Borris,2,Home Front,tat aluf,38942,commander of ugda
4371,Thea Schneider,1,Home Front,tat aluf,78492,commander of ugda
4372,Brien Eves,2,Southern,seren,96941,commander of pluga
4373,Roland Posselow,4,Home Front,tat aluf,58591,commander of ugda
4374,Brier Busswell,1,Central,sgan aluf,50385,commander of pluga
4375,Jemima Elmhirst,1,Home Front,aluf,27807,commander of pluga
4376,Ashia Stoak,1,Northern,seren,6384,commander of pluga
4377,Konstance Piecha,2,Home Front,tat aluf,34673,commander of ugda
4378,Anya Cain,1,Home Front,seren,91229,commander of pluga
4379,Pete Cartmer,1,Home Front,rav seren,60137,commander of pluga
4380,Donelle Lindley,2,Central,rav seren,65873,commander of pluga
4381,Orren Spens,2,Southern,aluf mishne,65712,commander of chativa
4382,Lucine Matteris,5,Northern,sgan aluf,86260,commander of gdud
4383,Constantine Bertson,4,Home Front,rav seren,11999,commander of pluga
4384,Chrisy Gauld,5,Southern,rav seren,67677,commander of pluga
4385,Holt Andrey,1,Central,tat aluf,72376,commander of ugda
4386,Maynard Bankhurst,5,Home Front,aluf mishne,40818,commander of chativa
4387,Melisenda McConnachie,4,Northern,rav seren,32588,commander of pluga
4388,Pennie Coupland,3,Northern,tat aluf,7266,commander of ugda
4389,Erich Gravestone,1,Home Front,seren,28970,commander of pluga
4390,Julina Broadfoot,4,Southern,aluf,81614,commander of pluga
4391,Vevay Duffet,5,Home Front,aluf mishne,92232,commander of chativa
4392,Caterina Joney,5,Southern,aluf,39422,commander of command
4393,Rakel Tester,3,Northern,aluf,39591,commander of pluga
4394,Tyson Dempster,5,Home Front,tat aluf,9086,commander of ugda
4395,Gaylene Kennermann,1,Home Front,tat aluf,49257,commander of ugda
4396,Crysta Ferres,5,Northern,rav seren,60308,commander of pluga
4397,Koralle Arsnell,1,Southern,aluf,10932,commander of gdud
4398,Daryl Handyside,5,Home Front,aluf,99251,commander of command
4399,Carlota Roderigo,2,Northern,aluf,9941,commander of pluga
4400,Cammie Whiffen,4,Southern,tat aluf,40264,commander of ugda
4401,Addie Bemment,2,Northern,tat aluf,28080,commander of ugda
4402,Fifine Murkitt,4,Home Front,rav seren,18973,commander of pluga
4403,Tamqrah Bonnier,4,Home Front,aluf mishne,86852,commander of chativa
4404,Leonhard Greason,1,Southern,aluf mishne,59374,commander of chativa
4405,Martita Laughton,4,Central,seren,1408,commander of pluga
4406,Jane Crimes,5,Northern,aluf mishne,72311,commander of chativa
4407,Fleur Mecchi,5,Home Front,aluf mishne,56319,commander of chativa
4408,Herold Roddam,2,Home Front,aluf,49870,commander of gdud
4409,Gale Pregal,1,Central,rav seren,21454,commander of pluga
4410,Rogers Kunkler,3,Southern,aluf,34647,commander of gdud
4411,Thacher Whitehair,4,Northern,sgan aluf,78384,commander of pluga
4412,Sanderson Yeskin,3,Central,tat aluf,66422,commander of ugda
4413,Aileen Top,1,Southern,aluf mishne,86456,commander of chativa
4414,Melosa Jachimak,4,Home Front,aluf mishne,78946,commander of chativa
4415,Rem Dyball,4,Northern,seren,10109,commander of pluga
