commander_id,commander_name,classification,command,rank,number_of_soldiers,role
6104,Claudelle Ambage,3,Central,aluf,60224,commander of gdud
6105,Kath Shatliffe,5,Home Front,aluf,36618,commander of pluga
6106,Sonny Rucklesse,1,Home Front,rav seren,2827,commander of pluga
6107,Georgianne McKissack,3,Home Front,tat aluf,88436,commander of ugda
6108,Meagan Tettley,1,Home Front,seren,61157,commander of pluga
6109,Clerissa Olman,2,Southern,aluf mishne,9203,commander of chativa
6110,Lelah Doughton,5,Home Front,seren,20251,commander of pluga
6111,Che Maskew,5,Home Front,aluf mishne,92195,commander of chativa
6112,Carny Najara,4,Northern,tat aluf,57386,commander of ugda
6113,Martie Westcarr,1,Home Front,aluf,76844,commander of pluga
6114,Willie Smidmore,4,Northern,aluf,68941,commander of pluga
6115,Bob Adolphine,1,Northern,rav seren,91457,commander of pluga
6116,Tine Fosher,3,Home Front,aluf,96472,commander of command
6117,Maurita Raffon,2,Northern,tat aluf,81127,commander of ugda
6118,Teddy Robun,5,Southern,sgan aluf,1522,commander of gdud
6119,Haskel Favelle,5,Northern,aluf,91182,commander of gdud
6120,Tatiania Gavrieli,3,Northern,rav seren,1063,commander of pluga
6121,Farrand Wardingley,5,Southern,rav seren,5954,commander of pluga
6122,Amara Pickaver,4,Southern,rav seren,13521,commander of pluga
6123,Joanna Caurah,5,Central,sgan aluf,63591,commander of gdud
6124,Hubie Gelland,5,Southern,sgan aluf,37445,commander of gdud
6125,Blakeley Cote,2,Central,aluf,49356,commander of gdud
6126,Kiri Bande,1,Northern,aluf,32988,commander of command
6127,Annaliese Skeermer,3,Home Front,rav seren,22177,commander of pluga
6128,Munmro Halfacre,3,Home Front,aluf mishne,1337,commander of chativa
6129,Patrica Antognazzi,1,Home Front,rav seren,34364,commander of pluga
6130,Karry Esslemont,2,Southern,tat aluf,91384,commander of ugda
6131,Maxy Salisbury,4,Home Front,aluf,55846,commander of gdud
6132,Ashton Zuker,5,Southern,aluf mishne,95780,commander of chativa
6133,Gillian Baine,1,Southern,sgan aluf,4080,commander of pluga
6134,Ebony Granham,2,Home Front,tat aluf,80989,commander of ugda
6135,Perry Creser,1,Home Front,aluf,83104,commander of pluga
6136,Serena Belin,3,Central,seren,23509,commander of pluga
6137,Hillary Claesens,5,Home Front,rav seren,73045,commander of pluga
6138,Zaccaria Mariaud,2,Home Front,seren,40451,commander of pluga
6139,Betteann Panting,1,Home Front,aluf,49293,commander of command
6140,Haily Gallymore,1,Southern,seren,49887,commander of pluga
6141,Torr Sambells,4,Northern,aluf,93599,commander of command
6142,Hamid Marcone,4,Home Front,aluf mishne,32072,commander of chativa
6143,Bax Macoun,3,Central,aluf mishne,93720,commander of chativa
6144,Tobye Pettersen,2,Central,aluf mishne,51632,commander of chativa
6145,Beatrisa Errington,2,Central,aluf mishne,30858,commander of chativa
6146,Kori Wanek,2,Home Front,tat aluf,60332,commander of ugda
6147,Ealasaid Jakolevitch,4,Northern,sgan aluf,65880,commander of gdud
6148,Millard Gilding,1,Home Front,tat aluf,27459,commander of ugda
6149,Nelle Sleath,2,Northern,aluf mishne,59145,commander of chativa
6150,Wilbert Livingstone,5,Central,rav seren,65294,commander of pluga
6151,Jennie Haeslier,2,Northern,sgan aluf,91973,commander of gdud
6152,Rafael Ravenshear,4,Northern,rav seren,18446,commander of pluga
6153,Christin Kilmurry,1,Southern,rav seren,70313,commander of pluga
6154,Michele Tippings,3,Central,sgan aluf,76765,commander of pluga
6155,Kimbell Sherratt,2,Northern,sgan aluf,15500,commander of pluga
6156,Joli Flintoft,4,Central,aluf,90698,commander of gdud
6157,Desiree Brettelle,2,Central,aluf,97881,commander of command
6158,Jan O'Clery,3,Northern,tat aluf,62703,commander of ugda
6159,Dene Mourant,5,Southern,tat aluf,92428,commander of ugda
6160,Pooh Gorringe,1,Southern,rav seren,77207,commander of pluga
6161,Martica Swannie,5,Southern,seren,64325,commander of pluga
6162,Hazel Girk,2,Central,aluf,50059,commander of pluga
6163,Glennis Hurdidge,3,Southern,aluf mishne,25351,commander of chativa
6164,Katheryn Lawles,4,Southern,aluf,45080,commander of command
6165,Stevie Denne,3,Home Front,aluf,12167,commander of command
6166,Doretta Pyatt,3,Northern,aluf mishne,95404,commander of chativa
6167,Wini Pavlata,4,Southern,rav seren,20080,commander of pluga
6168,De witt Volett,3,Northern,seren,90092,commander of pluga
6169,Elfreda Olczak,5,Northern,seren,46994,commander of pluga
6170,Idelle Martlew,4,Southern,rav seren,99208,commander of pluga
6171,Galina Kolinsky,1,Central,aluf,23287,commander of gdud
6172,Estele Harlow,1,Home Front,aluf,36359,commander of pluga
6173,Jakie Pancoust,5,Central,sgan aluf,45000,commander of gdud
6174,Danielle Pickavance,4,Southern,rav seren,48399,commander of pluga
6175,Frances Mitchenson,5,Southern,rav seren,77737,commander of pluga
6176,Shina McChesney,1,Northern,seren,36469,commander of pluga
6177,Ketti Kinnon,2,Central,tat aluf,9613,commander of ugda
6178,Winnifred Mitchenson,5,Southern,aluf mishne,68704,commander of chativa
6179,Marena De Cleyne,4,Central,tat aluf,97555,commander of ugda
6180,Dallas Harriagn,3,Southern,aluf,47115,commander of gdud
6181,Risa Rollings,1,Northern,rav seren,16878,commander of pluga
6182,Edouard Tuerena,4,Southern,tat aluf,53315,commander of ugda
6183,Evy Mergue,3,Central,aluf,87724,commander of command
6184,Marsh Flode,4,Northern,sgan aluf,88405,commander of pluga
6185,Clark Balogh,2,Northern,rav seren,27774,commander of pluga
6186,Edee Hawford,2,Home Front,tat aluf,53899,commander of ugda
6187,Hagan Grindley,1,Northern,rav seren,76361,commander of pluga
6188,Marcie Rivalant,3,Central,sgan aluf,8217,commander of pluga
6189,Leia Genery,3,Southern,sgan aluf,80530,commander of pluga
6190,Erminie Chinge de Hals,4,Southern,seren,37386,commander of pluga
6191,Waring O'Halligan,2,Central,aluf mishne,75402,commander of chativa
6192,Cass Hayer,4,Central,aluf mishne,20112,commander of chativa
6193,Constantine Elcott,5,Central,rav seren,28145,commander of pluga
6194,Aldon Lubman,2,Northern,tat aluf,82585,commander of ugda
6195,Stanislas Revell,5,Northern,sgan aluf,31296,commander of pluga
6196,Harriette Boseley,4,Home Front,rav seren,83433,commander of pluga
6197,Alwin Hamon,4,Southern,aluf,18297,commander of command
6198,Hedy Ewestace,5,Home Front,tat aluf,6435,commander of ugda
6199,Quent Ranscomb,5,Home Front,seren,16425,commander of pluga
6200,Bald Bryant,4,Home Front,sgan aluf,43580,commander of pluga
6201,Kynthia Ovens,5,Home Front,aluf mishne,62706,commander of chativa
6202,Ame Abrahmer,1,Central,tat aluf,80665,commander of ugda
6203,Cornelle Hendrich,4,Southern,sgan aluf,7617,commander of gdud
6204,Glynis Comelini,1,Northern,aluf,30574,commander of command
6205,Milty Mellon,2,Home Front,tat aluf,97602,commander of ugda
6206,Rhett Felmingham,3,Northern,rav seren,34159,commander of pluga
6207,Arv Dwane,5,Central,aluf mishne,4152,commander of chativa
6208,Myra Reeday,4,Home Front,aluf,10898,commander of pluga
6209,Oswell Hembling,1,Central,seren,31582,commander of pluga
6210,Holt Handsheart,1,Central,rav seren,83369,commander of pluga
6211,Bradford Conman,1,Central,seren,49097,commander of pluga
6212,Celisse Senechault,3,Northern,sgan aluf,91552,commander of gdud
6213,Carmita Capitano,2,Home Front,sgan aluf,97642,commander of pluga
6214,Valera De Morena,3,Central,aluf mishne,90781,commander of chativa
6215,Ambros Pate,1,Central,aluf mishne,34669,commander of chativa
6216,Isaiah Carriage,4,Northern,aluf,42279,commander of command
6217,Frasco Yateman,2,Northern,seren,40885,commander of pluga
6218,Dix Habbijam,2,Central,tat aluf,56298,commander of ugda
6219,Sean Wahncke,1,Northern,tat aluf,41767,commander of ugda
6220,Walker Woolvin,4,Home Front,tat aluf,40281,commander of ugda
6221,Riobard McKellen,1,Home Front,tat aluf,99272,commander of ugda
6222,Miguela Ruslinge,2,Northern,seren,41433,commander of pluga
6223,Clarance Summerley,2,Southern,tat aluf,71807,commander of ugda
6224,Fred Moffatt,1,Home Front,tat aluf,63351,commander of ugda
6225,Jackie Coleford,2,Northern,rav seren,75354,commander of pluga
6226,Maxine Follitt,2,Home Front,aluf mishne,18007,commander of chativa
6227,Nanette Ast,2,Southern,tat aluf,76482,commander of ugda
6228,Charlot Gaitskill,4,Central,rav seren,1942,commander of pluga
6229,Rena Bremeyer,3,Home Front,aluf,81478,commander of pluga
6230,Polly Philipeau,4,Central,rav seren,60198,commander of pluga
6231,Danell Burdin,5,Home Front,tat aluf,27957,commander of ugda
6232,Elroy Najera,3,Home Front,seren,84823,commander of pluga
6233,Jocelyne Smee,4,Northern,rav seren,66082,commander of pluga
6234,Alidia Lent,2,Northern,rav seren,60192,commander of pluga
6235,Mechelle Mudie,1,Northern,tat aluf,8685,commander of ugda
6236,Kacey Willcocks,2,Central,aluf,79005,commander of command
6237,Marcelo Ellph,4,Northern,seren,8704,commander of pluga
6238,Gabie Wasmuth,2,Home Front,aluf mishne,58221,commander of chativa
6239,Lenna Salmons,3,Southern,tat aluf,61836,commander of ugda
6240,Lemmie Prettyjohn,1,Southern,seren,76746,commander of pluga
6241,Kalina Huggill,5,Southern,rav seren,56642,commander of pluga
6242,Jacinthe Sime,4,Home Front,tat aluf,28287,commander of ugda
6243,Prince Brownbridge,1,Northern,rav seren,75061,commander of pluga
6244,Padraig Romanelli,4,Central,aluf mishne,74117,commander of chativa
6245,Leann Foan,2,Northern,rav seren,71056,commander of pluga
6246,Mackenzie Stonhouse,4,Home Front,seren,66373,commander of pluga
6247,Margie Stonuary,3,Southern,aluf,4290,commander of command
6248,Joelie Castiello,4,Central,seren,69449,commander of pluga
6249,Eziechiele Millin,4,Home Front,rav seren,77625,commander of pluga
6250,Enrika Playford,4,Central,sgan aluf,79620,commander of pluga
6251,Gerianne Dancey,3,Northern,tat aluf,32141,commander of ugda
6252,Den Spyvye,4,Southern,sgan aluf,16418,commander of pluga
6253,Jillana Halfhead,1,Home Front,rav seren,17959,commander of pluga
6254,Raychel Dunne,4,Home Front,seren,95307,commander of pluga
6255,Jaye Paull,3,Southern,rav seren,15908,commander of pluga
6256,Jasmin Wadworth,3,Home Front,tat aluf,29756,commander of ugda
6257,Claresta MacShirrie,5,Central,aluf,55715,commander of gdud
6258,Kelley Tweedie,5,Northern,seren,85487,commander of pluga
6259,Fayth Bowerman,2,Southern,rav seren,67456,commander of pluga
6260,Munroe Paskell,1,Northern,seren,71389,commander of pluga
6261,Jennine Monkton,3,Northern,tat aluf,30388,commander of ugda
6262,Torre Ginger,4,Southern,tat aluf,87838,commander of ugda
6263,Leticia Freeborne,4,Central,aluf mishne,6811,commander of chativa
6264,Guglielma Marson,4,Northern,aluf,81439,commander of pluga
6265,Joyous Falkus,4,Home Front,seren,47856,commander of pluga
6266,Zena Flea,3,Southern,aluf mishne,72102,commander of chativa
6267,Danny Vasentsov,2,Home Front,aluf mishne,19674,commander of chativa
6268,Joete Spurryer,3,Northern,sgan aluf,37203,commander of gdud
6269,Ines Midson,4,Southern,aluf mishne,35902,commander of chativa
6270,Esta Fishe,5,Northern,tat aluf,48162,commander of ugda
6271,Elsworth Order,2,Southern,sgan aluf,35155,commander of gdud
6272,Kipper Givens,5,Central,rav seren,5967,commander of pluga
6273,Tobias Calfe,2,Home Front,aluf mishne,36727,commander of chativa
6274,Gena Bahike,3,Central,aluf mishne,23980,commander of chativa
6275,Alain Richemont,4,Northern,rav seren,35728,commander of pluga
6276,Deane Jerrard,4,Central,tat aluf,94900,commander of ugda
6277,Yulma Stone Fewings,5,Southern,seren,41274,commander of pluga
6278,Isaiah Gronowe,3,Southern,sgan aluf,80904,commander of gdud
6279,Kincaid Tripney,1,Central,tat aluf,28827,commander of ugda
6280,Marlo Codner,3,Southern,tat aluf,38332,commander of ugda
6281,Layla Boyfield,5,Central,aluf,17074,commander of pluga
6282,Katheryn Jedrzaszkiewicz,5,Northern,seren,99802,commander of pluga
6283,Boote Pellatt,3,Northern,tat aluf,21734,commander of ugda
6284,Glad Kolodziejski,3,Northern,aluf mishne,28200,commander of chativa
6285,Maurits Croci,4,Home Front,aluf,27977,commander of command
6286,Jeremy McGarvey,5,Home Front,aluf,73946,commander of command
6287,Shirl Blaszczynski,1,Central,seren,25114,commander of pluga
6288,Dorette Hindmoor,4,Central,sgan aluf,35752,commander of pluga
6289,Isabeau Bangley,3,Northern,aluf,38046,commander of command
6290,Artemis Lillicrap,2,Southern,tat aluf,78191,commander of ugda
6291,Gaynor Sinnatt,4,Home Front,seren,26801,commander of pluga
6292,Heath Ickovitz,4,Northern,tat aluf,60347,commander of ugda
6293,Amii Maunders,2,Home Front,seren,17796,commander of pluga
6294,Peta Mulrean,4,Southern,aluf,19188,commander of gdud
6295,Tailor McKibben,2,Home Front,aluf,17241,commander of pluga
6296,Alan Huncoot,2,Home Front,aluf mishne,81379,commander of chativa
6297,Tann Sheard,1,Home Front,seren,15273,commander of pluga
6298,Adan Jolland,2,Central,aluf mishne,48190,commander of chativa
6299,Nadya Rowberry,2,Northern,aluf,89728,commander of command
6300,Jaimie Axcell,4,Southern,seren,67107,commander of pluga
6301,Demetria Tucknott,4,Home Front,seren,21756,commander of pluga
6302,Thomasa Verriour,3,Central,aluf mishne,2236,commander of chativa
6303,Marne Woolerton,4,Southern,aluf,32983,commander of pluga
6304,Tarrah Syncke,1,Central,rav seren,88916,commander of pluga
6305,Carolyne McDirmid,5,Home Front,tat aluf,54210,commander of ugda
6306,Del Wannan,4,Southern,rav seren,10381,commander of pluga
6307,Lin Bradfield,2,Northern,seren,32935,commander of pluga
6308,Sari Eadington,2,Northern,seren,81419,commander of pluga
6309,Mella Gorelli,4,Northern,aluf mishne,10250,commander of chativa
6310,Marcellus Mattschas,4,Central,seren,38935,commander of pluga
6311,Blinnie Mateev,1,Southern,seren,32405,commander of pluga
6312,Edyth Hartigan,3,Home Front,aluf,50294,commander of command
6313,Rita Mingardi,3,Central,aluf,82220,commander of gdud
6314,Andreana Jobke,4,Southern,sgan aluf,6823,commander of pluga
6315,Whit Spragg,2,Southern,sgan aluf,94088,commander of pluga
6316,Cullin Petrollo,2,Northern,rav seren,27939,commander of pluga
6317,Angus Beardow,5,Central,sgan aluf,48683,commander of gdud
6318,Cirilo O'Brian,3,Northern,rav seren,29761,commander of pluga
6319,Cody Jago,3,Southern,seren,1331,commander of pluga
6320,Parnell Grushin,3,Central,aluf,32178,commander of pluga
6321,Gaile Pickrill,4,Northern,rav seren,86441,commander of pluga
6322,Korney Brawn,2,Home Front,sgan aluf,6850,commander of gdud
6323,Galven Persich,4,Home Front,seren,4160,commander of pluga
6324,Victoria Monshall,2,Northern,tat aluf,26181,commander of ugda
6325,Tracy Pollard,2,Central,sgan aluf,74332,commander of pluga
6326,Bambie Midgely,5,Central,tat aluf,45645,commander of ugda
6327,Germain Chelam,2,Home Front,sgan aluf,78114,commander of gdud
6328,Ralf Graundisson,4,Home Front,rav seren,59712,commander of pluga
6329,Ingaberg Bessent,2,Central,rav seren,36337,commander of pluga
6330,Timmie Kinkead,1,Home Front,sgan aluf,99389,commander of pluga
6331,Kev Deaconson,4,Central,seren,96174,commander of pluga
6332,Osmond Tolan,3,Home Front,seren,23639,commander of pluga
6333,Gasparo Vonasek,1,Northern,sgan aluf,51489,commander of pluga
6334,Berte Mc Mechan,5,Southern,sgan aluf,38408,commander of pluga
6335,Avie Besnardeau,3,Home Front,seren,24361,commander of pluga
6336,Sherry Barke,5,Central,tat aluf,67076,commander of ugda
6337,Borden Webbe,5,Home Front,aluf mishne,77051,commander of chativa
6338,Nissie Josey,3,Central,aluf mishne,80610,commander of chativa
6339,Zachery Palek,2,Northern,aluf mishne,50064,commander of chativa
6340,Man Spires,5,Home Front,sgan aluf,39208,commander of gdud
6341,Dede Oven,3,Southern,seren,92178,commander of pluga
6342,Ernie De la croix,5,Southern,seren,50848,commander of pluga
6343,Kristina Grenter,1,Southern,aluf mishne,5044,commander of chativa
6344,Carlos Gavagan,4,Central,rav seren,81681,commander of pluga
6345,Hyatt Dubock,3,Central,sgan aluf,3159,commander of gdud
6346,Sky Wyldish,3,Southern,aluf,22311,commander of gdud
6347,Sampson Punter,2,Central,rav seren,89898,commander of pluga
6348,Benny Cuxson,3,Southern,rav seren,82489,commander of pluga
6349,Timi Ajam,5,Central,rav seren,33550,commander of pluga
6350,Shea Moscon,1,Central,seren,4110,commander of pluga
6351,Guillemette Crole,5,Southern,rav seren,18206,commander of pluga
6352,Ryley Matsell,1,Southern,aluf mishne,85191,commander of chativa
6353,Derron Avon,1,Home Front,seren,21729,commander of pluga
6354,Ty Rust,5,Southern,tat aluf,68947,commander of ugda
6355,Freddy Asprey,1,Central,sgan aluf,49693,commander of gdud
6356,Julee Geraudy,5,Southern,aluf mishne,55095,commander of chativa
6357,Hermie Andrzejczak,5,Central,aluf,93270,commander of pluga
6358,Winifield Garrattley,4,Southern,seren,88890,commander of pluga
6359,Tye Heaysman,5,Home Front,seren,60948,commander of pluga
6360,Antonietta Ruttgers,4,Home Front,tat aluf,7565,commander of ugda
6361,Noemi Laste,1,Northern,rav seren,49235,commander of pluga
6362,Klarrisa Lechelle,2,Southern,sgan aluf,55416,commander of gdud
6363,Cal Luciani,3,Southern,seren,11141,commander of pluga
6364,Jewell O'Crotty,3,Home Front,aluf mishne,84696,commander of chativa
6365,Bendite Zanni,1,Northern,sgan aluf,84376,commander of gdud
6366,Linnie Russell,5,Southern,rav seren,89443,commander of pluga
6367,Conny Springell,2,Home Front,sgan aluf,99502,commander of gdud
6368,Dorotea Rulton,4,Home Front,aluf mishne,38177,commander of chativa
6369,Emlynne Took,3,Southern,aluf mishne,5119,commander of chativa
6370,Fran Petken,1,Northern,aluf,77346,commander of command
6371,Antonin Gantlett,1,Northern,sgan aluf,45757,commander of gdud
6372,Alley Alvy,4,Southern,rav seren,29347,commander of pluga
6373,Amalee Larchier,1,Central,rav seren,86111,commander of pluga
6374,Gates Sell,5,Home Front,sgan aluf,54216,commander of gdud
6375,Prinz Howsin,4,Southern,sgan aluf,51574,commander of pluga
6376,Hamlin Alcido,5,Northern,tat aluf,29120,commander of ugda
6377,Arni Freckingham,2,Central,rav seren,75664,commander of pluga
6378,Rosella Vials,3,Northern,rav seren,9363,commander of pluga
6379,Whitaker Sandland,1,Southern,aluf mishne,40830,commander of chativa
6380,Phylys Mouan,2,Southern,sgan aluf,40921,commander of gdud
6381,Shayne Botger,3,Central,sgan aluf,50211,commander of pluga
6382,Dorie Mateescu,4,Central,aluf mishne,36832,commander of chativa
6383,Janith Woolens,5,Home Front,aluf,77333,commander of gdud
6384,Lauren Webborn,5,Northern,aluf,17435,commander of pluga
6385,Lynnett Bragge,1,Home Front,sgan aluf,25553,commander of pluga
6386,Chaddy Nott,1,Home Front,sgan aluf,55718,commander of gdud
6387,Julieta Flintoft,4,Central,rav seren,34935,commander of pluga
6388,Moses Pitherick,1,Southern,aluf,60183,commander of pluga
6389,Filippa Hapgood,4,Central,tat aluf,5427,commander of ugda
6390,Lindsay MacMorland,5,Central,seren,8764,commander of pluga
6391,Eldon Smaling,5,Southern,sgan aluf,24510,commander of pluga
6392,Ravi Brackenridge,3,Home Front,rav seren,15882,commander of pluga
6393,Zacharie Binnes,1,Southern,aluf,63484,commander of command
6394,Aindrea Kullmann,3,Home Front,tat aluf,99881,commander of ugda
6395,Lonnard Lees,4,Home Front,aluf mishne,93005,commander of chativa
6396,Conrade Measor,3,Southern,aluf,51189,commander of gdud
6397,Flo Gluyus,3,Central,rav seren,51293,commander of pluga
6398,Eilis Tennewell,4,Central,rav seren,31470,commander of pluga
6399,Nathanil Le Fleming,5,Home Front,sgan aluf,28035,commander of gdud
6400,Goldarina Seleway,5,Central,sgan aluf,95252,commander of pluga
6401,Jacenta Housegoe,2,Central,rav seren,97668,commander of pluga
6402,Jenn Ludlem,3,Southern,aluf mishne,65222,commander of chativa
6403,Devon Quickenden,1,Northern,aluf mishne,84047,commander of chativa
6404,Melicent Leathe,1,Northern,sgan aluf,79400,commander of gdud
6405,Joceline Richards,3,Central,rav seren,16075,commander of pluga
6406,Trula Dellit,1,Northern,aluf,70229,commander of pluga
6407,Sharleen Kiendl,3,Central,seren,92056,commander of pluga
6408,Murry Tampen,3,Northern,aluf mishne,89851,commander of chativa
6409,Kendra Merrill,3,Central,rav seren,89270,commander of pluga
6410,Wash Malby,5,Southern,aluf,40966,commander of gdud
6411,Heida Van Niekerk,2,Home Front,rav seren,73794,commander of pluga
6412,Dudley MacNeilage,3,Northern,seren,48270,commander of pluga
6413,Cobby Demer,4,Central,aluf mishne,69153,commander of chativa
6414,Becki Burnsyde,2,Northern,seren,29583,commander of pluga
6415,Job Fitch,2,Central,tat aluf,58253,commander of ugda
6416,Whitney Slym,1,Northern,rav seren,43304,commander of pluga
6417,Skylar Yaldren,5,Home Front,aluf,51688,commander of pluga
