commander_id,commander_name,classification,command,rank,number_of_soldiers,role
11118,Son Rizzo,3,Northern,sgan aluf,8024,commander of gdud
11119,Milli O'Kelly,3,Home Front,aluf,48368,commander of pluga
11120,Spense Gilfillan,3,Central,aluf mishne,54594,commander of chativa
11121,Chad Mohring,2,Home Front,rav seren,34975,commander of pluga
11122,Melissa Iczokvitz,5,Home Front,sgan aluf,16048,commander of gdud
11123,Artemis Garth,5,Home Front,tat aluf,16736,commander of ugda
11124,Cristen Bastable,3,Central,rav seren,20148,commander of pluga
11125,Skell Sayce,5,Northern,aluf,10667,commander of gdud
11126,Madelin Gellett,1,Home Front,rav seren,86844,commander of pluga
11127,Lena Ewin,5,Southern,sgan aluf,9950,commander of gdud
11128,Pattin Sponder,3,Central,rav seren,62932,commander of pluga
11129,Phaedra Ferrero,2,Northern,seren,97276,commander of pluga
11130,Anette Monkton,4,Southern,seren,57078,commander of pluga
11131,Dev Lozano,4,Central,rav seren,49345,commander of pluga
11132,Ernst Prangle,3,Northern,rav seren,56916,commander of pluga
11133,Knox Addinall,5,Northern,aluf,77922,commander of command
11134,Ann Ruprich,5,Central,aluf mishne,63672,commander of chativa
11135,Hinze Roney,2,Southern,aluf,19309,commander of gdud
11136,Caren Averay,4,Home Front,rav seren,65838,commander of pluga
11137,Maren Brimm,2,Home Front,rav seren,59560,commander of pluga
11138,Graehme Neal,4,Northern,aluf,78125,commander of gdud
11139,Parnell Joris,2,Home Front,tat aluf,39718,commander of ugda
11140,Rouvin Hiddersley,2,Central,rav seren,59919,commander of pluga
11141,Mikaela Bannard,2,Southern,aluf mishne,89935,commander of chativa
11142,Phillis Shatliffe,3,Southern,aluf mishne,10203,commander of chativa
11143,Charleen Signori,5,Central,sgan aluf,26608,commander of pluga
11144,Renault Osgordby,5,Central,sgan aluf,61406,commander of gdud
11145,Marje Verduin,4,Central,seren,99004,commander of pluga
11146,Charissa Georgel,2,Central,sgan aluf,92653,commander of pluga
11147,Maurine Blaw,2,Northern,tat aluf,71617,commander of ugda
11148,Cello Kitcherside,3,Southern,rav seren,56022,commander of pluga
11149,Giralda Truitt,1,Home Front,rav seren,19641,commander of pluga
11150,Cloe Killgus,5,Home Front,rav seren,56579,commander of pluga
11151,Annabell Oehme,1,Home Front,sgan aluf,57154,commander of pluga
11152,Paul Sheivels,3,Northern,seren,1026,commander of pluga
11153,Sybilla Euplate,2,Northern,seren,68800,commander of pluga
11154,Yorke Riddler,5,Southern,aluf mishne,9437,commander of chativa
11155,Amitie Le Blanc,2,Northern,aluf mishne,12201,commander of chativa
11156,Margie Blazdell,2,Northern,seren,2073,commander of pluga
11157,Tasia Blight,3,Northern,tat aluf,41506,commander of ugda
11158,Elicia Pursey,1,Northern,tat aluf,1204,commander of ugda
11159,Hasty Pennycord,5,Home Front,tat aluf,18656,commander of ugda
11160,Pippo Brimman,4,Southern,aluf,51961,commander of gdud
11161,Julio Paulisch,1,Home Front,aluf mishne,68569,commander of chativa
11162,Gianina Ziems,3,Home Front,tat aluf,23312,commander of ugda
11163,Boony Manjin,4,Southern,tat aluf,6020,commander of ugda
11164,Seka Tanguy,3,Southern,tat aluf,47243,commander of ugda
11165,Shena Gozzett,1,Home Front,aluf mishne,31005,commander of chativa
11166,Teddi Kalker,1,Southern,seren,30874,commander of pluga
11167,Preston Valenta,3,Home Front,sgan aluf,30665,commander of pluga
11168,Cornie Feltham,5,Southern,seren,34850,commander of pluga
11169,Rebeka Kirmond,1,Southern,rav seren,64115,commander of pluga
11170,Dari Bolletti,3,Home Front,rav seren,92140,commander of pluga
11171,Kristo De Ath,5,Northern,tat aluf,67084,commander of ugda
11172,Drusi Parkinson,4,Southern,aluf mishne,15913,commander of chativa
11173,Felix Henken,2,Northern,sgan aluf,96946,commander of pluga
11174,Emyle Toulamain,1,Home Front,aluf mishne,66378,commander of chativa
11175,Bridgette Niccolls,4,Southern,rav seren,82536,commander of pluga
11176,Ase Johnke,5,Northern,aluf mishne,45199,commander of chativa
11177,Barry Gibbins,1,Southern,aluf mishne,33333,commander of chativa
11178,Cirilo Entissle,4,Central,aluf mishne,94690,commander of chativa
11179,Atalanta Pelchat,4,Northern,sgan aluf,44327,commander of gdud
11180,Tabatha Iannuzzelli,4,Southern,tat aluf,33226,commander of ugda
11181,Jacqueline Fernie,5,Southern,sgan aluf,59013,commander of gdud
11182,Tanya Beirne,2,Northern,sgan aluf,77436,commander of gdud
11183,Julee Abela,3,Northern,seren,29095,commander of pluga
11184,Artemus Corrado,4,Southern,tat aluf,52477,commander of ugda
11185,Micky Jeannon,4,Southern,aluf mishne,86879,commander of chativa
11186,Latia Simcox,3,Home Front,seren,65635,commander of pluga
11187,Adelaida ducarme,4,Central,rav seren,22124,commander of pluga
11188,Augustus Rubinowitch,1,Southern,seren,60038,commander of pluga
11189,Georgia Scotchbrook,2,Central,aluf mishne,76578,commander of chativa
11190,Nickolaus Roussel,4,Central,tat aluf,22521,commander of ugda
11191,Pepi Purseglove,3,Home Front,sgan aluf,65054,commander of gdud
11192,Gaspar Bonifacio,5,Central,seren,38085,commander of pluga
11193,Catriona Groneway,5,Home Front,aluf mishne,4306,commander of chativa
11194,Ann-marie Sollner,2,Southern,aluf,13517,commander of command
11195,Hillie Branscomb,5,Home Front,aluf,40207,commander of command
11196,Sloan Fryd,3,Central,rav seren,4936,commander of pluga
11197,Frank Pallesen,3,Southern,aluf,94136,commander of command
11198,Cortie Merwood,1,Central,sgan aluf,55088,commander of gdud
11199,Arielle Zorer,2,Central,aluf,3484,commander of gdud
11200,Brit Heineking,3,Southern,aluf mishne,90314,commander of chativa
11201,Dalton Selwin,5,Home Front,aluf,12224,commander of gdud
11202,Loralee Szepe,4,Southern,seren,37006,commander of pluga
11203,Sosanna Phippin,4,Southern,aluf,55582,commander of command
11204,Smitty Granville,5,Central,tat aluf,73499,commander of ugda
11205,Galvan Greenhalgh,1,Home Front,aluf mishne,58025,commander of chativa
11206,Marietta Rhucroft,2,Central,seren,32100,commander of pluga
11207,Gerry Sheering,4,Northern,sgan aluf,54130,commander of gdud
11208,Guglielmo Faucett,2,Home Front,aluf,6633,commander of pluga
11209,Prudy Hickinbottom,2,Central,sgan aluf,30676,commander of gdud
11210,Agustin Imm,2,Northern,aluf,55529,commander of gdud
11211,Brnaby Evens,3,Northern,rav seren,48297,commander of pluga
11212,Thain Orrobin,1,Southern,aluf,75296,commander of gdud
11213,Basilio McKendry,2,Central,rav seren,30911,commander of pluga
11214,Pavia Hessel,2,Home Front,aluf mishne,10396,commander of chativa
11215,Lishe Habershon,2,Southern,seren,16769,commander of pluga
11216,Liana Frankiewicz,3,Northern,aluf,8297,commander of gdud
11217,Kirby Zecchinelli,1,Central,seren,10223,commander of pluga
11218,Biddie Peet,3,Home Front,tat aluf,20165,commander of ugda
11219,North Dows,4,Home Front,sgan aluf,69018,commander of gdud
11220,Bentley Waryk,4,Northern,sgan aluf,43950,commander of pluga
11221,Kip Glendenning,4,Home Front,aluf mishne,37934,commander of chativa
11222,Jasmina Eicke,5,Central,rav seren,63593,commander of pluga
11223,Rosaline Headford,5,Central,seren,18682,commander of pluga
11224,Celisse Schuricht,1,Home Front,seren,57152,commander of pluga
11225,Terrence Balshen,1,Northern,rav seren,37784,commander of pluga
11226,Remington Filipychev,5,Northern,sgan aluf,1887,commander of gdud
11227,Ingeborg Abram,3,Home Front,rav seren,41047,commander of pluga
11228,Kitti Goodridge,4,Northern,rav seren,85067,commander of pluga
11229,Carlyle Bril,3,Home Front,tat aluf,79117,commander of ugda
11230,Bianka Meddick,5,Central,sgan aluf,39237,commander of gdud
11231,Babs Dines,4,Home Front,tat aluf,84797,commander of ugda
11232,Oran Wolvey,4,Home Front,tat aluf,28896,commander of ugda
11233,Gottfried Druitt,5,Southern,aluf mishne,23997,commander of chativa
11234,Dorolice Skegg,5,Central,aluf,85466,commander of pluga
11235,Caterina Pudan,5,Southern,aluf,88521,commander of gdud
11236,Karie Illyes,1,Northern,aluf mishne,5918,commander of chativa
11237,Herman Mulhall,3,Southern,tat aluf,1494,commander of ugda
11238,Donielle Bromage,1,Home Front,sgan aluf,70959,commander of gdud
11239,Helaine Feavers,5,Southern,seren,73455,commander of pluga
11240,Bessie Goracci,3,Central,seren,2407,commander of pluga
11241,Glen Twyning,5,Central,aluf,61498,commander of pluga
11242,Ruddie Rhoddie,2,Southern,aluf mishne,86706,commander of chativa
11243,Camel Geffe,5,Southern,tat aluf,51548,commander of ugda
11244,Arlin Seivwright,1,Northern,aluf mishne,60319,commander of chativa
11245,Bianca Bodega,4,Central,seren,98457,commander of pluga
11246,Lisette Riches,1,Southern,rav seren,9458,commander of pluga
11247,Anetta Vickarman,5,Home Front,aluf mishne,13892,commander of chativa
11248,Wendell Gonnard,2,Home Front,rav seren,34952,commander of pluga
11249,Geri Mannin,4,Central,seren,47023,commander of pluga
11250,Pat Pilger,5,Central,seren,7405,commander of pluga
11251,Yankee Laydel,3,Central,tat aluf,84024,commander of ugda
11252,Conni Wragg,1,Home Front,sgan aluf,44379,commander of gdud
11253,Jabez Rodd,2,Southern,rav seren,11392,commander of pluga
11254,Deonne Tosh,1,Southern,rav seren,57227,commander of pluga
11255,Norton Tollerfield,1,Central,aluf,55710,commander of command
11256,Shelagh Blackden,3,Northern,aluf mishne,53155,commander of chativa
11257,Foster Shugg,4,Northern,aluf,81687,commander of pluga
11258,Alicia Hughlin,1,Home Front,tat aluf,98112,commander of ugda
11259,Rafaellle Ximenez,4,Southern,rav seren,73483,commander of pluga
11260,Stanley Buer,3,Central,aluf mishne,70898,commander of chativa
11261,Lorettalorna Tyce,5,Southern,aluf,65159,commander of gdud
11262,Jdavie Falconer,5,Northern,rav seren,41829,commander of pluga
11263,Stefano Cumberpatch,2,Northern,tat aluf,6072,commander of ugda
11264,Kalle Godwyn,5,Home Front,seren,68264,commander of pluga
11265,Rock Yegorkin,2,Northern,aluf,69284,commander of command
11266,Quintina Bruun,2,Central,sgan aluf,27937,commander of pluga
11267,Hammad Costi,5,Central,rav seren,24068,commander of pluga
11268,Tammie Luc,1,Central,seren,9055,commander of pluga
11269,Jourdain Bertl,2,Southern,rav seren,68396,commander of pluga
11270,Aridatha Tuther,2,Southern,rav seren,30765,commander of pluga
11271,Riane Leeb,4,Central,aluf mishne,80404,commander of chativa
11272,Marris Spender,4,Central,aluf,60826,commander of command
11273,Rubina Griffiths,3,Central,aluf,50900,commander of gdud
11274,Dodi Boas,4,Central,aluf,6326,commander of gdud
11275,Rouvin Canizares,2,Home Front,seren,18214,commander of pluga
11276,Sibby Conisbee,1,Southern,sgan aluf,18916,commander of gdud
11277,Mattheus Scarlon,4,Northern,tat aluf,4200,commander of ugda
11278,Reinhard Vannah,3,Northern,aluf mishne,75326,commander of chativa
11279,Toby Bantham,2,Home Front,sgan aluf,6874,commander of pluga
11280,Bord Fewell,1,Southern,sgan aluf,41449,commander of gdud
11281,Valery Tremblay,3,Home Front,sgan aluf,84697,commander of gdud
11282,Nina Seiller,4,Home Front,tat aluf,74827,commander of ugda
11283,Rose Downie,1,Home Front,sgan aluf,19037,commander of pluga
11284,Helen-elizabeth Rhead,4,Central,tat aluf,55645,commander of ugda
11285,Lynette Vickers,2,Central,seren,90847,commander of pluga
11286,Jori Marvel,4,Home Front,seren,80725,commander of pluga
11287,Carmon Brinklow,2,Central,aluf,13251,commander of pluga
11288,Les Ginni,1,Northern,rav seren,22829,commander of pluga
11289,Marne Soppitt,4,Southern,tat aluf,23202,commander of ugda
11290,Marjory Shepherdson,5,Home Front,seren,24020,commander of pluga
11291,Colette Bowring,1,Home Front,tat aluf,43472,commander of ugda
11292,Merola Baker,3,Central,aluf mishne,82644,commander of chativa
11293,Demott Money,1,Southern,rav seren,68184,commander of pluga
11294,Benedick MacCaughey,3,Southern,tat aluf,17574,commander of ugda
11295,Conny Elizabeth,4,Home Front,aluf,49211,commander of pluga
11296,Winnifred Gleder,1,Southern,seren,92966,commander of pluga
11297,Ole Bedbury,5,Home Front,sgan aluf,38605,commander of pluga
11298,Cointon Mole,3,Central,rav seren,35204,commander of pluga
11299,Kathryne Baudet,1,Central,seren,84960,commander of pluga
11300,Christopher Vennard,2,Central,aluf,91715,commander of gdud
11301,Gabbey De Michetti,2,Central,sgan aluf,64438,commander of pluga
11302,Margo Broz,2,Central,tat aluf,70622,commander of ugda
11303,Lanny Cullingworth,2,Central,aluf,93821,commander of command
11304,Krispin Crang,4,Central,aluf,77045,commander of pluga
11305,Marcelo Von Gladbach,4,Central,tat aluf,10424,commander of ugda
11306,Kay Dowsey,5,Home Front,rav seren,2408,commander of pluga
11307,Niko Delahunty,1,Central,aluf,9687,commander of command
11308,Gunar Nendick,2,Central,tat aluf,4960,commander of ugda
11309,Nerte Jochanany,4,Central,seren,67324,commander of pluga
11310,Crin Sprowles,3,Home Front,aluf mishne,33563,commander of chativa
11311,Christoper Soffe,2,Southern,rav seren,91187,commander of pluga
11312,Ardeen Schoenleiter,4,Home Front,sgan aluf,89699,commander of gdud
11313,Kennan Habbert,5,Home Front,aluf mishne,74713,commander of chativa
11314,Evangelin Shute,2,Southern,seren,82221,commander of pluga
11315,Maryrose Maffy,5,Southern,tat aluf,39847,commander of ugda
11316,Mischa O'Heaney,1,Central,seren,31473,commander of pluga
11317,Osborn Kubach,3,Southern,seren,62698,commander of pluga
11318,Frankie Woolvett,4,Southern,aluf,14575,commander of command
11319,Bowie Gittens,3,Central,aluf mishne,60866,commander of chativa
11320,Catlaina Forman,1,Southern,tat aluf,88597,commander of ugda
11321,Halley Brack,2,Home Front,rav seren,38458,commander of pluga
11322,Tirrell Squirrell,3,Northern,seren,4125,commander of pluga
11323,Levy Guard,2,Central,seren,32827,commander of pluga
11324,Dorene Dyas,1,Home Front,aluf,17976,commander of gdud
11325,Gwynne Jestico,2,Southern,seren,23150,commander of pluga
11326,April Moubray,1,Home Front,aluf mishne,43914,commander of chativa
11327,Anne Cammock,1,Southern,tat aluf,56696,commander of ugda
11328,Nahum Aarons,3,Home Front,seren,13346,commander of pluga
11329,Weston Lally,4,Central,aluf mishne,44929,commander of chativa
11330,Venus Mochan,4,Home Front,rav seren,6478,commander of pluga
11331,Ambros Ings,5,Northern,aluf mishne,38475,commander of chativa
11332,Jacques Kidston,3,Southern,tat aluf,89801,commander of ugda
11333,Elspeth Matthai,3,Central,rav seren,35188,commander of pluga
11334,Warren Geockle,1,Northern,aluf,87620,commander of command
11335,Doreen Keefe,5,Home Front,rav seren,24248,commander of pluga
11336,Sarah Twohig,3,Home Front,tat aluf,85346,commander of ugda
11337,Erich Nortcliffe,2,Southern,aluf mishne,60175,commander of chativa
11338,Mae Pavlovic,5,Central,seren,54542,commander of pluga
11339,Jayne Minchi,2,Northern,sgan aluf,12346,commander of gdud
11340,Sayres Grotty,3,Home Front,sgan aluf,57989,commander of pluga
11341,Isac Tollady,2,Central,aluf mishne,71884,commander of chativa
11342,Pren Persent,2,Home Front,sgan aluf,25754,commander of gdud
11343,Julie Gudyer,2,Central,aluf,99772,commander of command
11344,Jason Leah,1,Southern,seren,94436,commander of pluga
11345,Devan Erie,4,Central,aluf,59657,commander of gdud
11346,Babbette Rannie,1,Northern,tat aluf,41647,commander of ugda
11347,Nessie Kewzick,3,Central,tat aluf,93635,commander of ugda
11348,Lorene Monier,1,Central,rav seren,73409,commander of pluga
11349,Mimi Kenwin,5,Central,seren,50676,commander of pluga
11350,Alikee Kohrsen,1,Southern,sgan aluf,24767,commander of gdud
11351,Garfield Denyukhin,4,Southern,sgan aluf,67578,commander of pluga
11352,Fraze Coskerry,1,Central,tat aluf,95590,commander of ugda
11353,Sarina Philipsen,4,Southern,aluf,25044,commander of pluga
11354,Artemis Dallinder,2,Northern,seren,78118,commander of pluga
11355,Caresa Macoun,1,Central,aluf,45030,commander of gdud
11356,Kaleena Colebrook,5,Northern,rav seren,74159,commander of pluga
11357,Kylen Rosenvasser,5,Southern,sgan aluf,79228,commander of pluga
11358,Lesley Dundon,5,Central,sgan aluf,24937,commander of pluga
11359,Roseline Gomersal,3,Central,rav seren,36524,commander of pluga
11360,Adora Nathon,5,Home Front,aluf,53374,commander of pluga
11361,Flynn Boylan,4,Southern,seren,54243,commander of pluga
11362,Bran Tschursch,5,Home Front,tat aluf,68706,commander of ugda
11363,Ervin Wrankmore,3,Central,aluf mishne,57631,commander of chativa
11364,Park Palin,2,Southern,tat aluf,86392,commander of ugda
11365,Rand Balma,2,Northern,rav seren,46471,commander of pluga
11366,Rebeka Donaghie,4,Northern,rav seren,32527,commander of pluga
11367,Carlita Glassopp,1,Home Front,aluf,7928,commander of pluga
11368,Sherye Warboy,1,Home Front,tat aluf,82020,commander of ugda
11369,Gilligan Heam,4,Home Front,rav seren,77598,commander of pluga
11370,Flori Engledow,5,Home Front,aluf mishne,65517,commander of chativa
11371,Cord Green,3,Southern,rav seren,53640,commander of pluga
11372,Kevyn Garroway,5,Southern,aluf,62134,commander of gdud
11373,Blaire Theyer,5,Central,aluf mishne,32423,commander of chativa
11374,Ringo Hinsch,4,Home Front,sgan aluf,71167,commander of gdud
11375,Ermanno Le Grove,2,Southern,rav seren,45468,commander of pluga
11376,Trevor Elnough,5,Southern,rav seren,27609,commander of pluga
11377,Egon Booy,1,Home Front,tat aluf,21192,commander of ugda
11378,Lauree Shernock,1,Central,aluf mishne,23470,commander of chativa
11379,Thornton Lamont,5,Central,seren,42375,commander of pluga
11380,Dulcinea Nuemann,1,Central,aluf,32042,commander of command
11381,Hilton Matevosian,3,Southern,rav seren,8260,commander of pluga
11382,Roselia Kinder,2,Northern,rav seren,76835,commander of pluga
11383,Melina Shelborne,2,Northern,seren,72867,commander of pluga
11384,Maren Willcot,5,Central,sgan aluf,51029,commander of gdud
11385,Jinny Tarzey,1,Central,aluf,78170,commander of command
11386,Laryssa Jaqueminet,2,Home Front,rav seren,62495,commander of pluga
11387,Rozanne Yesenin,1,Northern,rav seren,24208,commander of pluga
11388,Ramona Works,2,Southern,rav seren,32028,commander of pluga
11389,Olin Ickowicz,4,Northern,tat aluf,17540,commander of ugda
11390,Martie Raubheim,2,Southern,aluf,19245,commander of command
11391,Bobina Isacoff,2,Home Front,rav seren,9941,commander of pluga
11392,Sascha Howorth,3,Northern,aluf mishne,11247,commander of chativa
11393,Marlin Hendriks,2,Home Front,rav seren,26727,commander of pluga
11394,Cate Hidderley,3,Northern,aluf mishne,67478,commander of chativa
11395,Matilde Alkin,1,Home Front,seren,52952,commander of pluga
11396,Betty Gadsdon,1,Northern,aluf mishne,16629,commander of chativa
11397,Gaylene Brundill,3,Central,aluf,97167,commander of command
11398,Bertha Linstead,5,Southern,seren,36657,commander of pluga
11399,Seamus Quadling,5,Home Front,aluf,27665,commander of gdud
11400,Joby Masdon,4,Southern,seren,12729,commander of pluga
11401,Phoebe Durling,2,Home Front,aluf,67893,commander of gdud
11402,Vyky Voase,5,Central,seren,38779,commander of pluga
11403,Rustin Feake,2,Home Front,aluf mishne,98885,commander of chativa
11404,Maryjo Slinger,1,Home Front,tat aluf,98596,commander of ugda
11405,Gates Hassin,2,Northern,aluf mishne,98171,commander of chativa
11406,Dannye Denmead,2,Northern,seren,37771,commander of pluga
11407,Robenia Fullun,3,Southern,aluf,93779,commander of pluga
11408,Wendi Pashley,2,Central,rav seren,49721,commander of pluga
11409,Perri Lightoller,5,Northern,rav seren,5951,commander of pluga
11410,Jerri Jopke,5,Northern,aluf mishne,17024,commander of chativa
11411,Leanor Essel,5,Home Front,seren,10849,commander of pluga
11412,Zonnya Palfreyman,3,Home Front,tat aluf,45705,commander of ugda
11413,Jackquelin Glayzer,2,Northern,seren,20353,commander of pluga
11414,Shanta Lumbly,5,Central,aluf,47344,commander of pluga
11415,Selby Beartup,2,Southern,tat aluf,3828,commander of ugda
11416,Godfrey Swancott,2,Southern,aluf,84204,commander of gdud
11417,Rosana Drabble,1,Home Front,aluf mishne,89978,commander of chativa
